1,PF06444,ref_cyt_b,0.400
2,PF06444,ref_cyt_b,0.333
3,PF06444,ref_cyt_b,0.300
4,PF06444,ref_cyt_b,0.579
5,PF06444,ref_cyt_b,0.333
6,PF06444,ref_cyt_b,0.444
7,PF06444,ref_cyt_b,0.333
8,PF06444,ref_cyt_b,0.474
9,PF06444,ref_cyt_b,0.400
10,PF06444,ref_cyt_b,0.474
11,PF06444,ref_cyt_b,0.333
12,PF06444,ref_cyt_b,0.500
13,PF06444,ref_cyt_b,0.059
14,PF06444,ref_cyt_b,0.222
15,PF06444,ref_cyt_b,0.400
16,PF06444,ref_cyt_b,0.300
17,PF06444,ref_cyt_b,0.400
18,PF06444,ref_cyt_b,0.053
19,PF06444,ref_cyt_b,0.444
20,PF06444,ref_cyt_b,0.400
21,PF06444,ref_cyt_b,0.556
22,PF06444,ref_cyt_b,0.263
23,PF06444,ref_cyt_b,0.412
24,PF06444,ref_cyt_b,0.700
25,PF06444,ref_cyt_b,0.579
26,PF06444,ref_cyt_b,0.500
27,PF06444,ref_cyt_b,0.571
28,PF06444,ref_cyt_b,0.263
29,PF06444,ref_cyt_b,0.053
30,PF06444,ref_cyt_b,0.625
31,PF06444,ref_cyt_b,0.444
32,PF06444,ref_cyt_b,0.333
33,PF06444,ref_cyt_b,0.474
34,PF06444,ref_cyt_b,0.200
35,PF06444,ref_cyt_b,0.375
36,PF06444,ref_cyt_b,0.158
37,PF06444,ref_cyt_b,0.556
38,PF06444,ref_cyt_b,0.333
39,PF06444,ref_cyt_b,0.400
40,PF06444,ref_cyt_b,0.571
41,PF06444,ref_cyt_b,0.412
42,PF06444,ref_cyt_b,0.429
43,PF06444,ref_cyt_b,0.556
44,PF06444,ref_cyt_b,0.600
45,PF06444,ref_cyt_b,0.200
46,PF06444,ref_cyt_b,0.500
47,PF06444,ref_cyt_b,0.158
48,PF06444,ref_cyt_b,0.467
49,PF06444,ref_cyt_b,0.600
50,PF06444,ref_cyt_b,0.600
51,PF06444,ref_cyt_b,0.263
52,PF06444,ref_cyt_b,0.556
53,PF06444,ref_cyt_b,0.286
54,PF06444,ref_cyt_b,0.368
55,PF06444,ref_cyt_b,0.579
56,PF06444,ref_cyt_b,0.300
57,PF06444,ref_cyt_b,0.333
58,PF06444,ref_cyt_b,0.176
59,PF06444,ref_cyt_b,0.444
60,PF06444,ref_cyt_b,0.368
61,PF06444,ref_cyt_b,0.579
62,PF06444,ref_cyt_b,0.667
63,PF06444,ref_cyt_b,0.368
64,PF06444,ref_cyt_b,0.444
65,PF06444,ref_cyt_b,0.200
66,PF06444,ref_cyt_b,0.294
67,PF06444,ref_cyt_b,0.625
68,PF06444,ref_cyt_b,0.263
69,PF06444,ref_cyt_b,0.200
