1,PF00008,ref_cyt_b,0.846
1,PF00069,ref_cyt_b,0.600
1,PF00119,ref_cyt_b,0.400
1,PF00243,ref_cyt_b,0.857
1,PF06444,ref_cyt_b,0.400
2,PF00008,ref_cyt_b,0.867
2,PF00069,ref_cyt_b,0.800
2,PF00119,ref_cyt_b,0.263
2,PF00243,ref_cyt_b,0.778
2,PF06444,ref_cyt_b,0.333
3,PF00008,ref_cyt_b,0.875
3,PF00069,ref_cyt_b,0.400
3,PF00119,ref_cyt_b,0.200
3,PF00243,ref_cyt_b,0.692
3,PF06444,ref_cyt_b,0.300
4,PF00008,ref_cyt_b,0.789
4,PF00069,ref_cyt_b,0.684
4,PF00119,ref_cyt_b,0.625
4,PF00243,ref_cyt_b,0.467
4,PF06444,ref_cyt_b,0.579
5,PF00008,ref_cyt_b,0.529
5,PF00069,ref_cyt_b,0.556
5,PF00119,ref_cyt_b,0.600
5,PF00243,ref_cyt_b,0.833
5,PF06444,ref_cyt_b,0.333
6,PF00008,ref_cyt_b,0.571
6,PF00069,ref_cyt_b,0.556
6,PF00119,ref_cyt_b,0.263
6,PF00243,ref_cyt_b,0.600
6,PF06444,ref_cyt_b,0.444
7,PF00008,ref_cyt_b,0.714
7,PF00069,ref_cyt_b,0.333
7,PF00119,ref_cyt_b,0.176
7,PF00243,ref_cyt_b,0.647
7,PF06444,ref_cyt_b,0.333
8,PF00008,ref_cyt_b,0.647
8,PF00069,ref_cyt_b,0.714
8,PF00119,ref_cyt_b,0.538
8,PF00243,ref_cyt_b,0.647
8,PF06444,ref_cyt_b,0.474
9,PF00008,ref_cyt_b,0.700
9,PF00069,ref_cyt_b,0.700
9,PF00119,ref_cyt_b,0.700
9,PF00243,ref_cyt_b,0.579
9,PF06444,ref_cyt_b,0.400
10,PF00008,ref_cyt_b,0.867
10,PF00069,ref_cyt_b,0.684
10,PF00119,ref_cyt_b,0.579
10,PF00243,ref_cyt_b,0.714
10,PF06444,ref_cyt_b,0.474
11,PF00008,ref_cyt_b,0.875
11,PF00069,ref_cyt_b,0.765
11,PF00119,ref_cyt_b,0.529
11,PF00243,ref_cyt_b,0.750
11,PF06444,ref_cyt_b,0.333
12,PF00008,ref_cyt_b,0.895
12,PF00069,ref_cyt_b,0.579
12,PF00119,ref_cyt_b,0.700
12,PF00243,ref_cyt_b,0.625
12,PF06444,ref_cyt_b,0.500
13,PF00008,ref_cyt_b,0.750
13,PF00069,ref_cyt_b,0.500
13,PF00119,ref_cyt_b,0.333
13,PF00243,ref_cyt_b,0.778
13,PF06444,ref_cyt_b,0.059
14,PF00008,ref_cyt_b,0.882
14,PF00069,ref_cyt_b,0.579
14,PF00119,ref_cyt_b,0.474
14,PF00243,ref_cyt_b,0.692
14,PF06444,ref_cyt_b,0.222
15,PF00008,ref_cyt_b,0.867
15,PF00069,ref_cyt_b,0.500
15,PF00119,ref_cyt_b,0.222
15,PF00243,ref_cyt_b,0.647
15,PF06444,ref_cyt_b,0.400
16,PF00008,ref_cyt_b,0.778
16,PF00069,ref_cyt_b,0.500
16,PF00119,ref_cyt_b,0.333
16,PF00243,ref_cyt_b,0.846
16,PF06444,ref_cyt_b,0.300
17,PF00008,ref_cyt_b,0.778
17,PF00069,ref_cyt_b,0.579
17,PF00119,ref_cyt_b,0.400
17,PF00243,ref_cyt_b,0.556
17,PF06444,ref_cyt_b,0.400
18,PF00008,ref_cyt_b,0.895
18,PF00069,ref_cyt_b,0.750
18,PF00119,ref_cyt_b,0.368
18,PF00243,ref_cyt_b,0.500
18,PF06444,ref_cyt_b,0.053
19,PF00008,ref_cyt_b,0.765
19,PF00069,ref_cyt_b,0.800
19,PF00119,ref_cyt_b,0.714
19,PF00243,ref_cyt_b,0.778
19,PF06444,ref_cyt_b,0.444
20,PF00008,ref_cyt_b,0.765
20,PF00069,ref_cyt_b,0.444
20,PF00119,ref_cyt_b,0.444
20,PF00243,ref_cyt_b,0.667
20,PF06444,ref_cyt_b,0.400
21,PF00008,ref_cyt_b,0.789
21,PF00069,ref_cyt_b,0.700
21,PF00119,ref_cyt_b,0.600
21,PF00243,ref_cyt_b,0.579
21,PF06444,ref_cyt_b,0.556
22,PF00008,ref_cyt_b,0.667
22,PF00069,ref_cyt_b,0.778
22,PF00119,ref_cyt_b,0.400
22,PF00243,ref_cyt_b,0.333
22,PF06444,ref_cyt_b,0.263
23,PF00008,ref_cyt_b,0.875
23,PF00069,ref_cyt_b,0.600
23,PF00119,ref_cyt_b,0.500
23,PF00243,ref_cyt_b,0.818
23,PF06444,ref_cyt_b,0.412
24,PF00008,ref_cyt_b,0.882
24,PF00069,ref_cyt_b,0.733
24,PF00119,ref_cyt_b,0.733
24,PF00243,ref_cyt_b,0.692
24,PF06444,ref_cyt_b,0.700
25,PF00008,ref_cyt_b,0.733
25,PF00069,ref_cyt_b,0.579
25,PF00119,ref_cyt_b,0.412
25,PF00243,ref_cyt_b,0.733
25,PF06444,ref_cyt_b,0.579
26,PF00008,ref_cyt_b,0.857
26,PF00069,ref_cyt_b,0.600
26,PF00119,ref_cyt_b,0.300
26,PF00243,ref_cyt_b,0.684
26,PF06444,ref_cyt_b,0.500
27,PF00008,ref_cyt_b,0.882
27,PF00069,ref_cyt_b,0.733
27,PF00119,ref_cyt_b,0.765
27,PF00243,ref_cyt_b,0.733
27,PF06444,ref_cyt_b,0.571
28,PF00008,ref_cyt_b,0.750
28,PF00069,ref_cyt_b,0.333
28,PF00119,ref_cyt_b,0.158
28,PF00243,ref_cyt_b,0.778
28,PF06444,ref_cyt_b,0.263
29,PF00008,ref_cyt_b,0.667
29,PF00069,ref_cyt_b,0.684
29,PF00119,ref_cyt_b,0.222
29,PF00243,ref_cyt_b,0.778
29,PF06444,ref_cyt_b,0.053
30,PF00008,ref_cyt_b,0.846
30,PF00069,ref_cyt_b,0.882
30,PF00119,ref_cyt_b,0.529
30,PF00243,ref_cyt_b,0.538
30,PF06444,ref_cyt_b,0.625
31,PF00008,ref_cyt_b,0.375
31,PF00069,ref_cyt_b,0.667
31,PF00119,ref_cyt_b,0.333
31,PF00243,ref_cyt_b,0.538
31,PF06444,ref_cyt_b,0.444
32,PF00008,ref_cyt_b,0.273
32,PF00069,ref_cyt_b,0.600
32,PF00119,ref_cyt_b,0.273
32,PF00243,ref_cyt_b,0.333
32,PF06444,ref_cyt_b,0.333
33,PF00008,ref_cyt_b,0.667
33,PF00069,ref_cyt_b,0.895
33,PF00119,ref_cyt_b,0.400
33,PF00243,ref_cyt_b,0.846
33,PF06444,ref_cyt_b,0.474
34,PF00008,ref_cyt_b,0.444
34,PF00069,ref_cyt_b,0.400
34,PF00119,ref_cyt_b,0.500
34,PF00243,ref_cyt_b,0.750
34,PF06444,ref_cyt_b,0.200
35,PF00008,ref_cyt_b,0.833
35,PF00069,ref_cyt_b,0.467
35,PF00119,ref_cyt_b,0.250
35,PF00243,ref_cyt_b,0.333
35,PF06444,ref_cyt_b,0.375
36,PF00008,ref_cyt_b,0.556
36,PF00069,ref_cyt_b,0.444
36,PF00119,ref_cyt_b,0.400
36,PF00243,ref_cyt_b,0.667
36,PF06444,ref_cyt_b,0.158
37,PF00008,ref_cyt_b,0.765
37,PF00069,ref_cyt_b,0.667
37,PF00119,ref_cyt_b,0.400
37,PF00243,ref_cyt_b,0.625
37,PF06444,ref_cyt_b,0.556
38,PF00008,ref_cyt_b,0.846
38,PF00069,ref_cyt_b,0.500
38,PF00119,ref_cyt_b,0.429
38,PF00243,ref_cyt_b,0.647
38,PF06444,ref_cyt_b,0.333
39,PF00008,ref_cyt_b,0.857
39,PF00069,ref_cyt_b,0.900
39,PF00119,ref_cyt_b,0.556
39,PF00243,ref_cyt_b,0.600
39,PF06444,ref_cyt_b,0.400
40,PF00008,ref_cyt_b,0.833
40,PF00069,ref_cyt_b,0.600
40,PF00119,ref_cyt_b,0.600
40,PF00243,ref_cyt_b,0.833
40,PF06444,ref_cyt_b,0.571
41,PF00008,ref_cyt_b,0.900
41,PF00069,ref_cyt_b,0.400
41,PF00119,ref_cyt_b,0.500
41,PF00243,ref_cyt_b,0.882
41,PF06444,ref_cyt_b,0.412
42,PF00008,ref_cyt_b,0.636
42,PF00069,ref_cyt_b,0.529
